station,year,month,precip,t_med,t_min,t_max,spei_1,spei_3,spei_6,spei_12,spei_24,month_sin,month_cos,t_med_anom,t_min_anom,t_max_anom,precip_anom,precip_lag1,precip_lag3,t_med_lag1,t_med_lag3,precip_roll3,drought_class
Briceni,1962,3,29.0,0.4,-4.7,6.3,0.721802,0.704297,1.12786,0.486413,,1.0,0.0,-3.7567,-3.8,-2.8767,-3.3833,5.4,56.3,-4.7,-3.1,18.666666666666668,Normal
Briceni,1962,4,28.0,11.5,5.9,18.1,-0.532235,0.196428,0.788175,0.499475,,0.866025403784439,-0.5,0.1167,0.5233,0.65,-9.8467,29.0,21.6,0.4,-3.8,20.8,Normal
Briceni,1962,5,30.2,16.7,10.7,23.3,-1.060484,-0.386975,0.430945,0.037417,,0.5,-0.866025403784439,0.9133,0.9067,1.5333,-38.18,28.0,5.4,11.5,-4.7,29.066666666666666,Normal
Briceni,1962,6,50.0,19.7,13.5,25.7,-0.953946,-1.137349,-0.304569,-0.120957,,0.0,-1.0,0.0067,-0.1633,0.05,-23.16,30.2,29.0,16.7,0.4,36.06666666666667,Dry
Briceni,1962,7,37.2,20.5,14.6,26.4,-1.326828,-1.493155,-0.914457,-0.178918,,-0.5,-0.866025403784439,-0.9767,-0.9067,-1.1133,-21.58,50.0,28.0,19.7,11.5,39.13333333333333,Dry
Briceni,1962,8,167.4,18.9,12.7,24.7,1.740567,-0.238888,-0.440724,0.504373,,-0.866025403784438,-0.5,-2.3767,-2.65,-2.5433,93.8667,37.2,30.2,20.5,16.7,84.86666666666667,Normal
Briceni,1962,9,34.9,15.6,10.0,21.2,-0.834091,-0.185219,-0.932705,0.209668,,-1.0,-0.0,-0.1067,0.15,-0.5167,-4.73,167.4,50.0,18.9,19.7,79.83333333333334,Normal
Briceni,1962,10,17.0,9.3,4.7,14.4,-0.532235,0.170588,-0.932705,-0.185449,,-0.866025403784439,0.5,-0.4833,-0.1933,-0.33,-17.56,34.9,37.2,15.6,20.5,73.10000000000001,Normal
Briceni,1962,11,17.5,6.1,0.9,11.2,-0.166012,-0.683149,-0.649868,-0.271983,,-0.5,0.866025403784438,1.5333,1.1867,1.8067,-25.8867,17.0,167.4,9.3,18.9,23.133333333333336,Normal
Briceni,1962,12,51.5,-0.5,-4.6,3.9,1.265587,0.257054,0.051959,-0.311168,0.530784,-0.0,1.0,0.3067,0.1633,0.6167,13.48,17.5,34.9,6.1,15.6,28.666666666666668,Normal
Briceni,1963,1,33.6,-2.8,-7.1,1.0,0.868291,0.884188,0.746066,-0.213205,0.650622,0.5,0.866025403784439,0.16,-0.28,-0.01,3.0833,51.5,17.0,-0.5,9.3,34.199999999999996,Normal
Briceni,1963,2,17.5,-3.0,-7.6,1.2,0.510946,1.187319,0.357254,-0.114426,0.428514,0.866025403784439,0.5,-1.94,-2.4733,-1.7933,-15.0033,33.6,17.5,-2.8,6.1,34.199999999999996,Wet
Briceni,1963,3,14.3,2.8,-2.7,7.8,0.129186,0.678456,0.661847,-0.332393,0.107272,1.0,0.0,-1.3567,-1.8,-1.3767,-18.0833,17.5,51.5,-3.0,-0.5,21.8,Normal
Briceni,1963,4,32.5,10.8,4.6,16.6,-0.354672,0.130833,0.717993,-0.267085,0.167505,0.866025403784439,-0.5,-0.5833,-0.7767,-0.85,-5.3467,14.3,33.6,2.8,-2.8,21.433333333333334,Normal
Briceni,1963,5,60.2,15.4,9.1,21.7,-0.250354,-0.210066,0.691323,0.030886,0.041392,0.5,-0.866025403784439,-0.3867,-0.6933,-0.0667,-8.18,32.5,17.5,10.8,-3.0,35.666666666666664,Normal
Briceni,1963,6,113.7,19.1,13.3,25.3,0.526483,-0.032162,0.457615,0.575396,0.338164,0.0,-1.0,-0.5933,-0.3633,-0.35,40.54,60.2,14.3,15.4,2.8,68.8,Normal
Briceni,1963,7,42.3,22.2,16.5,28.2,-1.402292,-0.50127,-0.260354,0.54764,0.272285,-0.5,-0.866025403784439,0.7233,0.9933,0.6867,-16.48,113.7,32.5,19.1,10.8,72.06666666666666,Normal
Briceni,1963,8,55.8,23.3,17.0,29.2,-1.224729,-0.93758,-0.809183,-0.543014,-0.040801,-0.866025403784438,-0.5,2.0233,1.65,1.9567,-17.7333,42.3,60.2,22.2,15.4,70.60000000000001,Normal
Briceni,1963,9,27.0,17.0,11.5,23.2,-1.164802,-1.694911,-1.218348,-0.664651,-0.360788,-1.0,-0.0,1.2933,1.65,1.4833,-12.63,55.8,113.7,23.3,19.1,41.699999999999996,Dry
Briceni,1963,10,39.6,12.1,6.6,17.1,-0.341355,-1.21984,-1.214137,-0.594444,-0.610503,-0.866025403784439,0.5,2.3167,1.7067,2.37,5.04,27.0,42.3,17.0,22.2,40.800000000000004,Dry
Briceni,1963,11,70.9,5.7,0.4,10.2,1.06361,-0.195158,-0.798656,-0.142182,-0.329416,-0.5,0.866025403784438,1.1333,0.6867,0.8067,27.5133,39.6,55.8,12.1,23.3,45.833333333333336,Normal
Briceni,1963,12,41.5,1.2,-3.0,5.3,0.910462,0.734113,-0.67724,-0.272799,-0.459921,-0.0,1.0,2.0067,1.7633,2.0167,3.48,70.9,27.0,5.7,17.0,50.666666666666664,Normal
Briceni,1964,1,30.5,-3.1,-6.7,1.0,0.799485,1.244964,0.018973,-0.298106,-0.40408,0.5,0.866025403784439,-0.14,0.12,-0.01,-0.0167,41.5,39.6,1.2,12.1,47.63333333333333,Wet
Briceni,1964,2,35.3,-1.4,-5.3,2.5,0.906023,1.174399,0.692727,-0.152795,-0.21648,0.866025403784439,0.5,-0.34,-0.1733,-0.4933,2.7967,30.5,70.9,-3.1,5.7,35.766666666666666,Wet
Briceni,1964,3,33.7,3.6,-1.3,8.7,0.470994,0.977612,1.209974,-0.027076,-0.287379,1.0,0.0,-0.5567,-0.4,-0.4767,1.3167,35.3,41.5,-1.4,1.2,33.166666666666664,Normal
Briceni,1964,4,10.0,11.7,4.9,17.7,-0.953946,0.192453,1.016269,-0.247492,-0.40659,0.866025403784439,-0.5,0.3167,-0.4767,0.25,-27.8467,33.7,30.5,3.6,-3.1,26.333333333333332,Normal
Briceni,1964,5,3.4,17.4,10.9,23.7,-1.733002,-0.989262,0.131967,-0.792819,-0.5967,0.5,-0.866025403784439,1.6133,1.1067,1.9333,-64.98,10.0,35.3,11.7,-1.4,15.700000000000001,Normal
Briceni,1964,6,152.2,20.7,15.1,26.2,1.20344,-0.661284,0.224608,-0.54383,0.013158,0.0,-1.0,1.0067,1.4367,0.55,79.04,3.4,33.7,17.4,3.6,55.199999999999996,Normal
Briceni,1964,7,36.1,23.6,16.6,29.9,-1.69527,-0.993237,-0.564245,-0.651589,-0.090995,-0.5,-0.866025403784439,2.1233,1.0933,2.3867,-22.68,152.2,10.0,20.7,11.7,63.9,Normal
Briceni,1964,8,36.7,20.7,15.3,26.7,-1.360121,-0.826267,-1.280811,-0.701387,-0.967508,-0.866025403784438,-0.5,-0.5767,-0.05,-0.5433,-36.8333,36.1,3.4,23.6,17.4,75.0,Normal
Briceni,1964,9,154.3,17.2,11.3,22.9,1.638469,-0.631468,-0.91165,0.329673,-0.268556,-1.0,-0.0,1.4933,1.45,1.1833,114.67,36.7,152.2,20.7,20.7,75.7,Normal
Briceni,1964,10,10.1,12.0,6.5,16.5,-0.98502,-0.313428,-0.921476,0.092929,-0.396551,-0.866025403784439,0.5,2.2167,1.6067,1.77,-24.46,154.3,36.1,17.2,23.6,67.03333333333333,Normal
Briceni,1964,11,41.0,5.7,0.2,10.1,0.399969,0.474713,-0.24702,-0.151162,-0.236557,-0.5,0.866025403784438,1.1333,0.4867,0.7067,-2.3867,10.1,36.7,12.0,20.7,68.46666666666667,Normal
Briceni,1964,12,75.8,-0.2,-3.5,3.0,1.804934,0.549253,-0.056824,0.17783,-0.084093,-0.0,1.0,0.6067,1.2633,-0.2833,37.78,41.0,154.3,5.7,17.2,42.300000000000004,Normal
Briceni,1965,1,112.0,-1.7,-5.2,2.5,2.608405,2.158333,1.304018,0.843161,0.407809,0.5,0.866025403784439,1.26,1.62,1.49,81.4833,75.8,10.1,-0.2,12.0,76.26666666666667,Wet
Briceni,1965,2,38.0,-1.9,-5.8,3.0,0.96595,2.41177,2.039533,0.865203,0.536431,0.866025403784439,0.5,-0.84,-0.6733,0.0067,5.4967,112.0,41.0,-1.7,5.7,75.26666666666667,Wet
Briceni,1965,3,65.7,4.0,-1.0,8.3,1.136854,2.112615,1.88092,1.11011,0.821282,1.0,0.0,-0.1567,-0.1,-0.8767,33.3167,38.0,75.8,-1.9,-0.2,71.89999999999999,Wet
Briceni,1965,4,19.8,11.4,5.1,17.0,-0.703139,0.629757,1.970052,1.202359,0.722776,0.866025403784439,-0.5,0.0167,-0.2767,-0.45,-18.0467,65.7,112.0,4.0,-1.7,41.166666666666664,Normal
Briceni,1965,5,1.7,14.2,8.4,20.6,-1.415609,-0.436669,1.395958,1.319098,0.393378,0.5,-0.866025403784439,-1.5867,-1.3933,-1.1667,-66.68,19.8,38.0,11.4,-1.9,29.066666666666666,Normal
Briceni,1965,6,126.1,20.1,13.8,26.0,0.690728,-0.636437,1.043641,1.130519,0.439807,0.0,-1.0,0.4067,0.1367,0.35,52.94,1.7,65.7,14.2,4.0,49.199999999999996,Normal
Briceni,1965,7,55.3,20.2,14.3,26.7,-0.891799,-0.720916,-0.063141,1.426041,0.584115,-0.5,-0.866025403784439,-1.2767,-1.2067,-0.8133,-3.48,126.1,19.8,20.1,11.4,61.03333333333333,Normal
Briceni,1965,8,38.5,19.7,14.6,25.8,-1.209193,-0.628486,-0.750932,1.481553,0.588507,-0.866025403784438,-0.5,-1.5767,-0.75,-1.4433,-35.0333,55.3,1.7,20.2,14.2,73.3,Normal
Briceni,1965,9,20.8,15.6,9.6,21.4,-1.147046,-1.451412,-1.473112,0.457024,0.593527,-1.0,-0.0,-0.1067,-0.25,-0.3167,-18.83,38.5,126.1,19.7,20.1,38.199999999999996,Dry
Briceni,1965,10,32.1,8.8,3.5,13.8,-0.141597,-1.115484,-1.295549,0.76724,0.649995,-0.866025403784439,0.5,-0.9833,-1.3933,-0.93,-2.46,20.8,55.3,15.6,20.2,30.46666666666667,Dry
Briceni,1965,11,57.9,3.7,-1.8,7.8,0.997024,-0.127574,-0.532663,0.98684,0.631172,-0.5,0.866025403784438,-0.8667,-1.5133,-1.5933,14.5133,32.1,38.5,8.8,19.7,36.93333333333334,Normal
Briceni,1965,12,41.7,-1.0,-5.0,2.5,1.048073,0.855366,-0.419669,0.708462,0.670073,-0.0,1.0,-0.1933,-0.2367,-0.7833,3.68,57.9,20.8,3.7,15.6,43.9,Normal
Briceni,1966,1,39.3,-4.2,-8.4,0.3,0.994804,1.364229,0.176884,0.114971,0.725286,0.5,0.866025403784439,-1.24,-1.58,-0.71,8.7833,41.7,32.1,-1.0,8.8,46.29999999999999,Wet
Briceni,1966,2,12.7,-0.6,-4.5,3.9,0.404408,1.098865,0.687112,-0.091568,0.583488,0.866025403784439,0.5,0.46,0.6267,0.9067,-19.8033,39.3,57.9,-4.2,3.7,31.233333333333334,Wet
Briceni,1966,3,27.7,3.0,-2.5,8.7,0.404408,0.810642,1.17769,-0.360966,0.564665,1.0,0.0,-1.1567,-1.6,-0.4767,-4.6833,12.7,41.7,-0.6,-1.0,26.566666666666666,Normal
Briceni,1966,4,15.3,14.1,8.1,20.0,-1.102655,-0.128568,0.873798,-0.50791,0.522628,0.866025403784439,-0.5,2.7167,2.7233,2.55,-22.5467,27.7,39.3,3.0,-4.2,18.566666666666666,Normal
Briceni,1966,5,28.7,16.9,10.4,21.9,-1.115972,-0.809371,0.205659,-0.397702,0.697052,0.5,-0.866025403784439,1.1133,0.6067,0.1333,-39.68,15.3,12.7,14.1,-0.6,23.900000000000002,Normal
Briceni,1966,6,76.0,18.6,12.7,24.5,-0.254793,-1.104551,-0.206314,-0.74547,0.284833,0.0,-1.0,-1.0933,-0.9633,-1.15,2.84,28.7,27.7,16.9,3.0,40.0,Dry
Briceni,1966,7,72.3,20.0,14.1,26.7,-0.492283,-0.831236,-0.676538,-0.598526,0.624898,-0.5,-0.866025403784439,-1.4767,-1.4067,-0.8133,13.52,76.0,15.3,18.6,14.1,59.0,Normal
Briceni,1966,8,39.6,22.0,16.6,28.6,-1.440024,-0.976341,-1.259756,-0.683427,0.602311,-0.866025403784438,-0.5,0.7233,1.25,1.3567,-33.9333,72.3,28.7,20.0,16.9,62.63333333333333,Normal
Briceni,1966,9,33.4,15.7,9.8,22.3,-0.878482,-1.25562,-1.665412,-0.584648,-0.10919,-1.0,-0.0,-0.0067,-0.05,0.5833,-6.23,39.6,76.0,22.0,18.6,48.43333333333334,Dry
Briceni,1966,10,50.8,7.9,3.9,13.0,0.373335,-0.868009,-1.198697,-0.395253,0.274794,-0.866025403784439,0.5,-1.8833,-0.9933,-1.73,16.24,33.4,72.3,15.7,20.0,41.266666666666666,Normal
Briceni,1966,11,61.4,4.5,-0.3,9.0,0.985926,0.218293,-0.534067,-0.399335,0.440435,-0.5,0.866025403784438,-0.0667,-0.0133,-0.3933,18.0133,50.8,39.6,7.9,22.0,48.53333333333333,Normal
Briceni,1966,12,42.7,-1.4,-4.8,2.6,1.070268,1.090914,-0.115076,-0.391171,0.232757,-0.0,1.0,-0.5933,-0.0367,-0.6833,4.68,61.4,33.4,4.5,15.7,51.633333333333326,Wet
Briceni,1967,1,9.6,-2.2,-6.3,1.8,0.335603,1.074018,0.146705,-0.633629,-0.409727,0.5,0.866025403784439,0.76,0.52,0.79,-20.9167,42.7,50.8,-1.4,7.9,37.9,Wet
Briceni,1967,2,4.5,0.7,-3.3,5.1,0.144723,0.69734,0.64781,-0.729143,-0.641874,0.866025403784439,0.5,1.76,1.8267,2.1067,-28.0033,9.6,61.4,-2.2,4.5,18.933333333333334,Normal
Briceni,1967,3,22.9,5.0,0.4,10.0,0.075917,0.252085,0.949596,-0.849964,-0.941784,1.0,0.0,0.8433,1.3,0.8233,-9.4833,4.5,42.7,0.7,-1.4,12.333333333333334,Normal
Briceni,1967,4,1.2,14.9,8.9,20.6,-1.50439,-0.571835,0.35585,-0.997725,-1.168284,0.866025403784439,-0.5,3.5167,3.5233,3.15,-36.6467,22.9,9.6,5.0,-2.2,9.533333333333333,Normal
Briceni,1967,5,94.8,14.8,9.1,20.9,0.58419,-0.375048,0.228819,-0.372395,-0.602974,0.5,-0.866025403784439,-0.9867,-0.6933,-0.8667,26.42,1.2,4.5,14.9,0.7,39.63333333333333,Normal
Briceni,1967,6,47.5,18.4,12.4,24.7,-0.865165,-0.79645,-0.383174,-0.596893,-1.042799,0.0,-1.0,-1.2933,-1.2633,-0.95,-25.66,94.8,22.9,14.8,5.0,47.833333333333336,Normal
Briceni,1967,7,19.2,21.0,15.1,27.4,-1.781832,-0.920685,-1.052717,-1.071197,-1.294397,-0.5,-0.866025403784439,-0.4767,-0.4067,-0.1133,-39.58,47.5,1.2,18.4,14.9,53.833333333333336,Normal
Briceni,1967,8,42.1,24.1,18.2,29.5,-1.617587,-1.906606,-1.609968,-1.136505,-1.409843,-0.866025403784438,-0.5,2.8233,2.85,2.2567,-31.4333,19.2,94.8,21.0,14.8,36.26666666666667,Dry
Briceni,1967,9,8.3,19.8,13.9,25.0,-1.890589,-2.365775,-2.231787,-1.508764,-1.620031,-1.0,-0.0,4.0933,4.05,3.2833,-31.33,42.1,47.5,24.1,18.4,23.2,Dry
Briceni,1967,10,12.6,13.3,7.7,18.5,-1.073801,-2.04873,-2.095632,-2.041029,-1.88355,-0.866025403784439,0.5,3.5167,2.8067,3.77,-21.96,8.3,19.2,19.8,21.0,21.000000000000004,Dry
Briceni,1967,11,25.8,3.9,-1.3,8.3,0.262358,-1.20692,-2.197397,-2.307162,-2.091228,-0.5,0.866025403784438,-0.6667,-1.0133,-1.0933,-17.5867,12.6,42.1,13.3,24.1,15.566666666666668,Dry
Briceni,1967,12,26.5,-2.0,-6.3,2.7,0.710704,-0.042101,-1.6991,-2.439412,-2.186596,-0.0,1.0,-1.1933,-1.5367,-0.5833,-11.52,25.8,8.3,3.9,19.8,21.633333333333336,Normal
Briceni,1968,1,28.8,-4.6,-8.1,-1.2,0.761753,0.779831,-0.894806,-2.282671,-2.252476,0.5,0.866025403784439,-1.64,-1.28,-2.21,-1.7167,26.5,12.6,-2.0,13.3,27.03333333333333,Normal
Briceni,1968,2,41.0,-2.7,-6.9,1.2,1.032536,1.124705,-0.056824,-1.956128,-2.074914,0.866025403784439,0.5,-1.64,-1.7733,-1.7933,8.4967,28.8,25.8,-4.6,3.9,32.1,Wet
Briceni,1968,3,62.7,5.6,0.8,10.9,0.892706,1.206203,0.823267,-1.655709,-1.936881,1.0,0.0,1.4433,1.7,1.7233,30.3167,41.0,26.5,-2.7,-2.0,44.166666666666664,Wet
Briceni,1968,4,47.5,11.2,5.4,17.2,-0.066133,0.835488,1.141896,-1.126709,-1.643873,0.866025403784439,-0.5,-0.1833,0.0233,-0.25,9.6533,62.7,28.8,5.6,-4.6,50.4,Normal
Briceni,1968,5,114.7,15.9,9.7,21.4,0.903803,0.777844,1.344724,-1.009154,-1.072916,0.5,-0.866025403784439,0.1133,-0.0933,-0.3667,46.32,47.5,41.0,11.2,-2.7,74.96666666666667,Normal
Briceni,1968,6,44.3,21.1,15.6,27.2,-1.235827,-0.17528,0.729222,-1.145485,-1.350238,0.0,-1.0,1.4067,1.9367,1.55,-28.86,114.7,62.7,15.9,5.6,68.83333333333333,Normal
Briceni,1968,7,137.7,19.9,13.5,26.1,0.970389,0.288858,0.795194,-0.133202,-0.936764,-0.5,-0.866025403784439,-1.5767,-2.0067,-1.4133,78.92,44.3,47.5,21.1,11.2,98.89999999999999,Normal
Briceni,1968,8,56.3,20.3,15.1,26.3,-0.880702,-0.510215,0.190219,0.137829,-0.778653,-0.866025403784438,-0.5,-0.9767,-0.25,-0.9433,-17.2333,137.7,114.7,19.9,15.9,79.43333333333334,Normal
Briceni,1968,9,94.3,14.1,8.4,20.1,0.650776,0.334577,0.11372,1.072558,-0.346357,-1.0,-0.0,-1.6067,-1.45,-1.6167,54.67,56.3,44.3,20.3,21.1,96.10000000000001,Normal
Briceni,1968,10,28.8,8.9,3.2,14.0,-0.225939,-0.201121,0.063188,1.384406,-0.515762,-0.866025403784439,0.5,-0.8833,-1.6933,-0.73,-5.76,94.3,137.7,14.1,19.9,59.800000000000004,Normal
Briceni,1968,11,35.4,2.7,-1.5,7.6,0.608605,0.465768,-0.030155,1.511758,-0.622424,-0.5,0.866025403784438,-1.8667,-1.2133,-1.7933,-7.9867,28.8,56.3,8.9,20.3,52.833333333333336,Normal
Briceni,1968,12,142.2,-2.4,-5.9,2.7,3.278704,1.642513,1.397361,2.456284,0.001864,-0.0,1.0,-1.5933,-1.1367,-0.5833,104.18,35.4,94.3,2.7,14.1,68.8,Wet
Briceni,1969,1,22.1,-3.2,-7.3,0.8,0.613044,2.018197,1.284367,2.401588,0.080292,0.5,0.866025403784439,-0.24,-0.48,-0.21,-8.4167,142.2,28.8,-2.4,8.9,66.56666666666666,Wet
Briceni,1969,2,46.9,-0.7,-5.1,3.1,1.163489,2.266665,1.93075,2.449753,0.368281,0.866025403784439,0.5,0.36,0.0267,0.1067,14.3967,22.1,35.4,-3.2,2.7,70.39999999999999,Wet
Briceni,1969,3,48.8,3.8,-1.8,8.6,0.783948,1.149552,1.97286,2.409751,0.56843,1.0,0.0,-0.3567,-0.9,-0.5767,16.4167,46.9,142.2,-0.7,-2.4,39.266666666666666,Wet
Briceni,1969,4,67.3,11.5,6.4,18.1,0.340042,1.027306,2.151826,2.559145,1.08982,0.866025403784439,-0.5,0.1167,1.0233,0.65,29.4533,48.8,22.1,3.8,-3.2,54.333333333333336,Wet
Briceni,1969,5,89.3,14.9,8.6,20.3,0.451018,0.708273,2.101996,2.392608,1.052175,0.5,-0.866025403784439,-0.8867,-1.1933,-1.4667,20.92,67.3,46.9,11.5,-0.7,68.46666666666665,Normal
Briceni,1969,6,36.6,20.6,14.1,26.7,-1.351243,-0.247833,0.637984,2.350157,0.914769,0.0,-1.0,0.9067,0.4367,1.05,-36.56,89.3,48.8,14.9,3.8,64.39999999999999,Normal
Briceni,1969,7,26.8,21.9,16.0,27.8,-1.713027,-1.167165,-0.09753,1.363181,0.934219,-0.5,-0.866025403784439,0.4233,0.4933,0.2867,-31.98,36.6,67.3,20.6,11.5,50.900000000000006,Dry
Briceni,1969,8,17.1,20.2,13.7,25.7,-1.739661,-2.148117,-1.01552,1.047251,0.89971,-0.866025403784438,-0.5,-1.0767,-1.65,-1.5433,-56.4333,26.8,89.3,21.9,14.9,26.833333333333332,Dry
Briceni,1969,9,42.3,14.5,8.3,20.4,-0.547772,-1.788335,-1.436617,0.606418,1.279303,-1.0,-0.0,-1.2067,-1.55,-1.3167,2.67,17.1,36.6,20.2,20.6,28.733333333333334,Dry
Briceni,1969,10,26.5,9.1,4.6,14.3,-0.299184,-1.155238,-1.638743,0.579478,1.498274,-0.866025403784439,0.5,-0.6833,-0.2933,-0.43,-8.06,42.3,26.8,14.5,21.9,28.633333333333336,Dry
Briceni,1969,11,32.9,6.5,1.4,10.9,0.131406,-0.317404,-1.739806,0.403961,1.461256,-0.5,0.866025403784438,1.9333,1.6867,1.5067,-10.4867,26.5,17.1,9.1,20.2,33.9,Normal
Briceni,1969,12,11.6,-0.2,-4.5,3.8,0.379993,0.098035,-1.192381,-0.662202,1.36777,-0.0,1.0,0.6067,0.2633,0.5167,-26.42,32.9,42.3,6.5,14.5,23.666666666666668,Normal
Briceni,1970,1,19.3,-4.4,-8.3,0.4,0.550897,0.478688,-0.476517,-0.68506,1.308164,0.5,0.866025403784439,-1.44,-1.48,-0.61,-11.2167,11.6,26.5,-0.2,9.1,21.266666666666666,Normal
Briceni,1970,2,35.8,-0.1,-4.4,3.9,0.91712,0.830519,0.36357,-0.775675,1.275538,0.866025403784439,0.5,0.96,0.7267,0.9067,3.2967,19.3,32.9,-4.4,6.5,22.23333333333333,Normal
Briceni,1970,3,18.9,3.6,-1.4,8.1,0.142503,0.724175,0.581838,-1.011603,1.063468,1.0,0.0,-0.5567,-0.5,-1.0767,-13.4833,35.8,11.6,-0.1,-0.2,24.666666666666668,Normal
Briceni,1970,4,33.5,11.3,5.0,16.9,-0.387965,0.303766,0.553765,-1.279368,0.972492,0.866025403784439,-0.5,-0.0833,-0.3767,-0.55,-4.3467,18.9,19.3,3.6,-4.4,29.399999999999995,Normal
Briceni,1970,5,43.1,15.2,9.0,21.2,-0.607699,-0.379024,0.320057,-1.66877,0.545215,0.5,-0.866025403784439,-0.5867,-0.7933,-0.5667,-25.28,33.5,35.8,11.3,-0.1,31.833333333333332,Normal
Briceni,1970,6,39.8,21.6,15.2,27.3,-1.391194,-1.06579,-0.240001,-1.683465,0.501295,0.0,-1.0,1.9067,1.5367,1.65,-33.36,43.1,18.9,15.2,3.6,38.8,Dry
Briceni,1970,7,133.5,21.7,15.4,27.8,0.677411,-0.588731,-0.199997,-0.804248,0.418475,-0.5,-0.866025403784439,0.2233,-0.1067,0.2867,74.72,39.8,33.5,21.6,11.3,72.13333333333334,Normal
Briceni,1970,8,148.1,23.0,17.2,28.9,0.857193,0.067225,-0.218947,0.15089,0.909749,-0.866025403784438,-0.5,1.7233,1.85,1.6567,74.5667,133.5,43.1,21.7,15.2,107.13333333333333,Normal
Briceni,1970,9,54.3,15.1,9.5,21.9,-0.348014,0.534345,-0.37405,0.224362,0.627408,-1.0,-0.0,-0.6067,-0.35,0.1833,14.67,148.1,39.8,23.0,21.6,111.96666666666668,Normal
Briceni,1970,10,46.4,9.3,4.0,14.3,0.120308,0.284883,-0.213332,0.378654,0.725286,-0.866025403784439,0.5,-0.4833,-0.8933,-0.43,11.84,54.3,133.5,15.1,21.7,82.93333333333332,Normal
Briceni,1970,11,154.1,5.8,0.2,10.2,2.899164,1.199246,0.895555,1.396652,1.372789,-0.5,0.866025403784438,1.2333,0.4867,0.8067,110.7133,46.4,148.1,9.3,23.0,84.93333333333332,Wet
Briceni,1970,12,17.2,-0.1,-4.3,4.3,0.504287,1.580893,1.494915,1.442368,0.588507,-0.0,1.0,0.7067,0.4633,1.0167,-20.82,154.1,54.3,5.8,15.1,72.56666666666666,Wet
Briceni,1971,1,10.7,0.7,-2.8,4.9,0.282334,1.653445,1.36999,1.343588,0.495021,0.5,0.866025403784439,3.66,4.02,3.89,-19.8167,17.2,46.4,-0.1,9.3,60.66666666666666,Wet
Briceni,1971,2,35.3,-0.1,-4.6,3.9,0.906023,0.760948,1.38543,1.339507,0.422239,0.866025403784439,0.5,0.96,0.5267,0.9067,2.7967,10.7,154.1,0.7,5.8,21.066666666666666,Normal
Briceni,1971,3,22.3,4.7,-0.4,9.5,0.095893,0.578075,1.525796,1.322363,0.227737,1.0,0.0,0.5433,0.5,0.3233,-10.0833,35.3,17.2,-0.1,-0.1,22.766666666666666,Normal
Briceni,1971,4,34.1,14.1,7.8,20.0,-0.685383,0.144747,1.271033,1.212971,-0.062133,0.866025403784439,-0.5,2.7167,2.4233,2.55,-3.7467,22.3,10.7,4.7,0.7,30.566666666666663,Normal
Briceni,1971,5,8.6,14.8,8.9,20.8,-1.329047,-0.856083,-0.065948,0.947655,-0.565328,0.5,-0.866025403784439,-0.9867,-0.8933,-0.9667,-59.78,34.1,35.3,14.1,-0.1,21.666666666666668,Normal
Briceni,1971,6,134.7,17.1,11.2,22.6,1.214538,-0.355171,0.158636,1.906059,0.159976,0.0,-1.0,-2.5933,-2.4633,-3.05,61.54,8.6,22.3,14.8,4.7,59.133333333333326,Normal
Briceni,1971,7,74.6,19.8,14.5,26.2,-0.419039,-0.235906,-0.063141,1.502778,0.525765,-0.5,-0.866025403784439,-1.6767,-1.0067,-1.3133,15.82,134.7,34.1,17.1,14.1,72.63333333333333,Normal
Briceni,1971,8,75.2,21.5,15.6,27.8,-0.594382,0.093066,-0.537576,0.96888,0.849516,-0.866025403784438,-0.5,0.2233,0.25,0.5567,1.6667,74.6,8.6,19.8,14.8,94.83333333333333,Normal
Briceni,1971,9,17.1,13.7,8.3,20.5,-1.018313,-0.90677,-0.889893,0.72234,0.716502,-1.0,-0.0,-2.0067,-1.55,-1.2167,-22.53,75.2,134.7,21.5,17.1,55.63333333333333,Normal
Briceni,1971,10,88.2,10.1,5.3,14.8,0.959292,-0.289575,-0.369839,1.030924,1.072252,-0.866025403784439,0.5,0.3167,0.4067,0.07,53.64,17.1,74.6,13.7,19.8,60.166666666666664,Normal
Briceni,1971,11,30.2,4.8,0.1,9.8,0.260139,0.093066,0.132669,0.060275,1.108643,-0.5,0.866025403784438,0.2333,0.3867,0.4067,-13.1867,88.2,75.2,10.1,21.5,45.166666666666664,Normal
Briceni,1971,12,56.0,2.3,-1.4,6.1,1.11022,1.046189,0.099683,0.28314,1.315066,-0.0,1.0,3.1067,3.3633,2.8167,17.98,30.2,17.1,4.8,13.7,58.13333333333333,Wet
Briceni,1972,1,41.0,-0.3,-4.0,3.5,1.032536,1.078987,0.558678,0.559069,1.451217,0.5,0.866025403784439,2.66,2.82,2.49,10.4833,56.0,88.2,2.3,10.1,42.4,Wet
Briceni,1972,2,41.5,0.5,-2.7,4.4,0.988146,1.404977,1.059081,0.589274,1.471295,0.866025403784439,0.5,1.56,2.4267,1.4067,8.9967,41.0,30.2,-0.3,4.8,46.166666666666664,Wet
Briceni,1972,3,48.7,6.6,1.8,11.3,0.470994,1.118742,1.530007,0.727239,1.564154,1.0,0.0,2.4433,2.7,2.1233,16.3167,41.5,56.0,0.5,2.3,43.73333333333333,Wet
